id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation,id_gene_HS,id_gene_MM,id_gene_DM,gene_HS,gene_MM,gene_DM
3BPBC,9606.ENSP00000350378,10090.ENSMUSP00000112935,7227.FBpp0084384,peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine,ENSG00000147533,ENSMUSG00000015341,FBgn0039427,GOLGA7,Golga7,CG5447
3BPBI,9606.ENSP00000273986,10090.ENSMUSP00000043559,7227.FBpp0084774,"2 iron, 2 sulfur cluster binding",ENSG00000145354,ENSMUSG00000037710,FBgn0062442,CISD2,Cisd1,Cisd2
3BPC4,9606.ENSP00000296417,10090.ENSMUSP00000036907,7227.FBpp0084434,protein heterodimerization activity,ENSG00000164032,ENSMUSG00000037894,FBgn0001197,H2AFZ,H2afz,His2Av
3BPCP,9606.ENSP00000317376,10090.ENSMUSP00000032840,7227.FBpp0088833,Ribosomal protein S11,ENSG00000181991,ENSMUSG00000030611,FBgn0038474,MRPS11,Mrps11,mRpS11
3BPDC,9606.ENSP00000333401,10090.ENSMUSP00000023391,7227.FBpp0081860,mitochondrial translation,ENSG00000185608,ENSMUSG00000022706,FBgn0037892,MRPL40,Mrpl40,mRpL40
3BPFE,9606.ENSP00000255764,10090.ENSMUSP00000022089,7227.FBpp0305737,cardiac jelly development,ENSG00000133398,ENSMUSG00000021598,FBgn0036581,MED10,Med10,MED10
3BPGT,9606.ENSP00000317177,10090.ENSMUSP00000115503,7227.FBpp0079900,Phospholipase D family member 6,ENSG00000179598,ENSMUSG00000043648,FBgn0261266,PLD6,Pld6,zuc
3BPHA,9606.ENSP00000257663,10090.ENSMUSP00000110914,7227.FBpp0072642,Transmembrane Fragile-X-F protein,ENSG00000135211,ENSMUSG00000045435,FBgn0035248,TMEM60,Tmem60,CG13919
3BPHY,9606.ENSP00000284629,10090.ENSMUSP00000010940,7227.FBpp0087866,DNA methylation involved in gamete generation,ENSG00000154438,ENSMUSG00000010796,FBgn0033273,ASZ1,Asz1,Gasz
3BPIB,9606.ENSP00000221859,10090.ENSMUSP00000019882,7227.FBpp0082384,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,ENSG00000105258,ENSMUSG00000019738,FBgn0004855,POLR2I,Polr2i,RpII15
3BPIG,9606.ENSP00000384966,10090.ENSMUSP00000118779,7227.FBpp0085545,protein processing involved in protein targeting to mitochondrion,ENSG00000184903,ENSMUSG00000056899,FBgn0034535,IMMP2L,Immp2l,CG11110
3BPPH,9606.ENSP00000291458,10090.ENSMUSP00000125874,7227.FBpp0074649,Caffeine-induced death protein 2,ENSG00000160124,ENSMUSG00000075229,FBgn0036909,CCDC58,Ccdc58,Ccdc58
3BPSW,9606.ENSP00000355480,10090.ENSMUSP00000027775,7227.FBpp0071498,calcium ion binding,ENSG00000203666,ENSMUSG00000026495,FBgn0034592,EFCAB2,Efcab2,CG9406
3BPWA,9606.ENSP00000380635,10090.ENSMUSP00000076188,7227.FBpp0077717,GTP binding,ENSG00000214087,ENSMUSG00000057594,FBgn0031254,ARL16,Arl16,CG13692
3BQAN,9606.ENSP00000372005,10090.ENSMUSP00000022590,7227.FBpp0288463,protein transport,ENSG00000205981,ENSMUSG00000022013,FBgn0036173,DNAJC19,Dnajc15,CG7394
3BQB6,9606.ENSP00000339844,10090.ENSMUSP00000095322,7227.FBpp0071993,structural constituent of ribosome,ENSG00000055950,ENSMUSG00000025208,FBgn0034893,MRPL43,Mrpl43,mRpL43
3BQCD,9606.ENSP00000245812,10090.ENSMUSP00000002737,7227.FBpp0075763,regulation of mitochondrial membrane permeability involved in programmed necrotic cell death,ENSG00000125652,ENSMUSG00000002661,FBgn0036210,ALKBH7,Alkbh7,CG14130
3BQCK,9606.ENSP00000451080,10090.ENSMUSP00000043341,7227.FBpp0071210,positive regulation of Notch signaling pathway,ENSG00000100632,ENSMUSG00000037910,FBgn0011586,ERH,1700018B24Rik,e(r)
3BQD6,9606.ENSP00000216225,10090.ENSMUSP00000023036,7227.FBpp0300874,NEDD8 transferase activity,ENSG00000100387,ENSMUSG00000022400,FBgn0025638,RBX1,Rbx1,Roc1a
3BQDT,9606.ENSP00000403910,10090.ENSMUSP00000083115,7227.FBpp0302832,mitochondrial respiratory chain complex I assembly,ENSG00000105341,ENSMUSG00000057229,FBgn0037018,DMAC2,Dmac2,CG4042
3BQIU,9606.ENSP00000350467,10090.ENSMUSP00000099329,7227.FBpp0085227,N-acetyltransferase 9,ENSG00000109065,ENSMUSG00000015542,FBgn0039859,NAT9,Nat9,CG11539
3BQJK,9606.ENSP00000342832,10090.ENSMUSP00000039760,7227.FBpp0305119,metal ion binding,ENSG00000100027,ENSMUSG00000022773,FBgn0030183,YPEL1,Ypel1,CG15309
3BQQX,9606.ENSP00000225969,10090.ENSMUSP00000025278,7227.FBpp0077141,structural constituent of ribosome,ENSG00000108826,ENSMUSG00000024414,FBgn0053002,MRPL27,Mrpl27,mRpL27
3BQTX,9606.ENSP00000268668,10090.ENSMUSP00000043543,7227.FBpp0077209,mitochondrial respiratory chain complex I assembly,ENSG00000140990,ENSMUSG00000040048,FBgn0021967,NDUFB10,Ndufb10,ND-PDSW
3BRBE,9606.ENSP00000306362,10090.ENSMUSP00000038781,7227.FBpp0085195,post-chaperonin tubulin folding pathway,ENSG00000171530,ENSMUSG00000042043,FBgn0039869,TBCA,Tbca,CG1890
3BRDB,9606.ENSP00000007699,"10090.ENSMUSP00000018698,10090.ENSMUSP00000078589",7227.FBpp0075759,CRD-mediated mRNA stabilization,ENSG00000006047,"ENSMUSG00000018554,ENSMUSG00000028639",FBgn0022959,YBX2,"Ybx2,Ybx1",yps
3BRFU,9606.ENSP00000412894,10090.ENSMUSP00000023924,7227.FBpp0084928,tRNA 5'-leader removal,ENSG00000163684,ENSMUSG00000023156,FBgn0039744,RPP14,Rpp14,CG15526
3BRGF,9606.ENSP00000410758,10090.ENSMUSP00000126565,7227.FBpp0076756,U6 snRNA-associated Sm-like protein,ENSG00000106355,ENSMUSG00000091625,FBgn0035675,LSM5,Lsm5,CG6610
3BRHB,9606.ENSP00000405965,10090.ENSMUSP00000115044,7227.FBpp0078984,Small ubiquitin-related modifier,ENSG00000188612,ENSMUSG00000020738,FBgn0264922,SUMO2,Sumo2,smt3
3BRS6,9606.ENSP00000359398,10090.ENSMUSP00000078042,7227.FBpp0075932,Biogenesis of lysosome-related organelles,ENSG00000196072,ENSMUSG00000057506,FBgn0036118,BLOC1S2,Bloc1s2,Blos2
3BSI1,9606.ENSP00000403987,10090.ENSMUSP00000026092,7227.FBpp0072970,UPF0235 protein C15orf40 homolog,ENSG00000169609,ENSMUSG00000025102,FBgn0035415,C15orf40,3110040N11Rik,CG14966
3BSKX,9606.ENSP00000452007,10090.ENSMUSP00000021667,7227.FBpp0084059,protein maturation by iron-sulfur cluster transfer,ENSG00000165898,ENSMUSG00000021241,FBgn0039205,ISCA2,Isca2,CG13623
3BSNY,9606.ENSP00000364976,10090.ENSMUSP00000075250,"7227.FBpp0079399,7227.FBpp0293882",cyclin-dependent protein serine/threonine kinase activator activity,ENSG00000123975,ENSMUSG00000062248,"FBgn0010314,FBgn0037613",CKS2,Cks2,"Cks30A,Cks85A"
3BSPN,9606.ENSP00000359518,10090.ENSMUSP00000029085,7227.FBpp0087765,histone acetylation,ENSG00000101189,ENSMUSG00000027569,FBgn0033341,MRGBP,Mrgbp,MrgBP
3BSPY,9606.ENSP00000244520,10090.ENSMUSP00000063976,7227.FBpp0083134,pre-mRNA 5'-splice site binding,ENSG00000124562,ENSMUSG00000024217,FBgn0261792,SNRPC,Snrpc,snRNP-U1-C
3BSZ5,9606.ENSP00000466214,10090.ENSMUSP00000113761,7227.FBpp0075238,regulation of protein import into mitochondrial outer membrane,ENSG00000105185,ENSMUSG00000030417,FBgn0036580,PDCD5,Pdcd5,PDCD-5
3BT5X,9606.ENSP00000306425,10090.ENSMUSP00000041196,7227.FBpp0077904,mitochondrial respiratory chain complex assembly,ENSG00000170791,ENSMUSG00000042198,FBgn0040634,CHCHD7,Chchd7,CG4186
3BT8J,9606.ENSP00000238618,10090.ENSMUSP00000008966,"7227.FBpp0082628,7227.FBpp0290228","Acylphosphatase 1, erythrocyte (common) type",ENSG00000119640,ENSMUSG00000008822,"FBgn0038363,FBgn0085190",ACYP1,Acyp1,"Acyp2,CG34161"
3BT8M,9606.ENSP00000467266,10090.ENSMUSP00000064988,7227.FBpp0074584,"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor",ENSG00000160471,ENSMUSG00000051811,FBgn0031066,COX6B2,Cox6b2,COX6B
3BTCU,9606.ENSP00000297258,10090.ENSMUSP00000029046,7227.FBpp0099728,regulation of retrograde trans-synaptic signaling by endocanabinoid,ENSG00000164687,ENSMUSG00000027533,FBgn0037913,FABP5,Fabp5,fabp
3BTJR,9606.ENSP00000230895,10090.ENSMUSP00000047186,7227.FBpp0087252,death-associated protein,ENSG00000112977,ENSMUSG00000039168,FBgn0033624,DAP,Dap,CG12384
3BU51,9606.ENSP00000261070,10090.ENSMUSP00000054086,7227.FBpp0073783,positive regulation of cytochrome-c oxidase activity,ENSG00000138495,ENSMUSG00000046516,FBgn0030610,COX17,Cox17,CG9065
3BUE8,9606.ENSP00000301633,10090.ENSMUSP00000079124,7227.FBpp0082849,inhibition of cysteine-type endopeptidase activity involved in apoptotic process,ENSG00000089685,ENSMUSG00000017716,FBgn0264291,BIRC5,Birc5,Det
3BUGP,9606.ENSP00000331849,10090.ENSMUSP00000039951,7227.FBpp0071462,mitochondrial translation,ENSG00000183617,ENSMUSG00000034932,FBgn0034579,MRPL54,Mrpl54,mRpL54
3BYCJ,9606.ENSP00000317123,10090.ENSMUSP00000099509,7227.FBpp0075282,helicase activity,ENSG00000144028,ENSMUSG00000003660,FBgn0263599,SNRNP200,Snrnp200,l(3)72Ab
3C0TF,9606.ENSP00000309198,10090.ENSMUSP00000045998,7227.FBpp0072169,ubiquitin-protein transferase activity,ENSG00000009335,ENSMUSG00000039000,FBgn0034989,UBE3C,Ube3c,CG3356
3CNVB,9606.ENSP00000299767,10090.ENSMUSP00000020238,7227.FBpp0084623,"heat shock protein 90kDa beta (Grp94), member 1",ENSG00000166598,ENSMUSG00000020048,FBgn0039562,HSP90B1,Hsp90b1,Gp93
3CNW0,9606.ENSP00000339787,"10090.ENSMUSP00000033634,10090.ENSMUSP00000045291",7227.FBpp0305216,Acyl-CoA synthetase long-chain family member,ENSG00000068366,"ENSMUSG00000031278,ENSMUSG00000032883",FBgn0263120,ACSL4,"Acsl4,Acsl3",Acsl
3CNZE,"9606.ENSP00000296526,9606.ENSP00000428994",10090.ENSMUSP00000027020,"7227.FBpp0076691,7227.FBpp0303372",AMPA glutamate receptor activity,"ENSG00000120251,ENSG00000155511",ENSMUSG00000025892,"FBgn0004619,FBgn0264000","GRIA2,GRIA1",Gria4,"GluRIA,GluRIB"
3CR3W,9606.ENSP00000225729,10090.ENSMUSP00000018568,7227.FBpp0083213,GTP binding,ENSG00000108591,ENSMUSG00000020537,FBgn0038723,DRG2,Drg2,CG6195
3CR44,9606.ENSP00000393583,10090.ENSMUSP00000101834,7227.FBpp0301614,intraciliary transport involved in cilium assembly,ENSG00000141577,ENSMUSG00000039781,FBgn0033447,CEP131,Cep131,dila
